A|ABERDEEN              |ABERDEENSHIRE     |AB10 |B|1|0|0|0|0|87   |ABERDEEN        |13:30|15:00|0|0|1|ABERDEEN                           |3.11|0|1|0|0|87|
A|BANCHORY              |KINCARDINESHIRE   |AB313|C|1|1|1|0|0|87   |ABERDEEN        |13:00|15:00|1|0|1|BANCHORY                           |3.11|1|1|1|0|87|
A|BIRMINGHAM            |WEST MIDLANDS     |B13 8|A|0|0|0|0|0|50   |BIRMINGHAM      |15:00|16:00|0|0|1|MOSELEY                            |3.11|0|0|0|0|50|
A|ARDMORE HEAD          |Waterford         |D37  |D|1|1|1|1|0|91   |DUBLIN          |06:00|12:00|1|1|1|ARDMORE HEAD                       |3.11|1|1|1|1|91|
